candidate_id,application_date,country,department,job_role,gender,current_stage,hired_flag,Applied_date,Screen_date,Interview_date,Offer_date,Hired_date
CAND001784,2026-01-01,UK,Commercial,Pricing Manager,Male,Interview,0,2026-01-01,2026-01-02,2026-01-08,,
CAND001785,2026-03-02,UK,Commercial,Pricing Manager,Male,Interview,0,2026-03-02,2026-03-03,2026-03-09,,
CAND001786,2025-06-26,UK,Supply Chain,Warehouse Manager,Male,Interview,0,2025-06-26,2025-06-27,2025-07-04,,
CAND001787,2025-12-31,France,Technology,Software Engineer,Male,Screen,0,2025-12-31,2026-01-01,,,
CAND001788,2025-05-05,UK,Supply Chain,Warehouse Manager,Male,Screen,0,2025-05-05,2025-05-06,,,
CAND001789,2025-04-19,Germany,Supply Chain,Procurement Specialist,Male,Interview,0,2025-04-19,2025-04-20,2025-04-24,,
CAND001790,2026-02-03,UK,Sales,Account Manager,Male,Interview,0,2026-02-03,2026-02-07,2026-02-11,,
CAND001791,2026-01-23,Ireland,Technology,Data Engineer,Male,Hired,1,2026-01-23,2026-01-24,2026-01-27,2026-02-03,2026-02-06
CAND001792,2025-11-10,France,Technology,Data Engineer,Male,Screen,0,2025-11-10,2025-11-14,,,
CAND001793,2025-04-14,UK,Operations,Project Manager,Male,Hired,1,2025-04-14,2025-04-18,2025-04-21,2025-04-26,2025-05-02
CAND001794,2025-10-22,France,Commercial,Commercial Analyst,Male,Interview,0,2025-10-22,2025-10-23,2025-10-27,,
CAND001795,2025-10-02,UK,Customer Support,Customer Success Manager,Male,Screen,0,2025-10-02,2025-10-03,,,
CAND001796,2025-06-03,UK,Technology,Data Analyst,Male,Applied,0,2025-06-03,,,,
CAND001797,2025-11-01,France,Finance,Financial Analyst,Male,Applied,0,2025-11-01,,,,
CAND001798,2025-09-05,UK,Commercial,Pricing Manager,Male,Hired,1,2025-09-05,2025-09-06,2025-09-14,2025-09-22,2025-09-28
CAND001799,2025-09-17,Germany,Finance,Accountant,Male,Applied,0,2025-09-17,,,,
CAND001800,2026-03-24,France,Operations,Project Manager,Male,Hired,1,2026-03-24,2026-03-28,2026-04-03,2026-04-09,2026-04-18
CAND001801,2025-04-16,France,Finance,Accountant,Male,Applied,0,2025-04-16,,,,
CAND001802,2025-05-17,France,Commercial,Pricing Manager,Male,Applied,0,2025-05-17,,,,
CAND001803,2025-11-28,France,Technology,Software Engineer,Male,Applied,0,2025-11-28,,,,
CAND001804,2025-10-15,UK,Sales,Sales Executive,Male,Interview,0,2025-10-15,2025-10-16,2025-10-23,,
CAND001805,2025-04-01,UK,Sales,Account Manager,Male,Interview,0,2025-04-01,2025-04-02,2025-04-08,,
CAND001806,2026-03-14,UK,People,HR Business Partner,Male,Applied,0,2026-03-14,,,,
CAND001807,2025-12-16,Germany,People,HR Business Partner,Male,Screen,0,2025-12-16,2025-12-17,,,
CAND001808,2025-07-08,Germany,Operations,Construction Supervisor,Male,Interview,0,2025-07-08,2025-07-09,2025-07-14,,
CAND001809,2026-02-19,France,Sales,Account Manager,Male,Hired,1,2026-02-19,2026-02-21,2026-03-01,2026-03-08,2026-03-11
CAND001810,2025-04-07,Germany,Technology,Software Engineer,Male,Screen,0,2025-04-07,2025-04-09,,,
CAND001811,2025-05-09,UK,Commercial,Commercial Analyst,Male,Applied,0,2025-05-09,,,,
CAND001812,2025-06-24,UK,Technology,Software Engineer,Male,Applied,0,2025-06-24,,,,
CAND001813,2026-02-18,UK,Customer Support,Customer Success Manager,Male,Screen,0,2026-02-18,2026-02-19,,,
CAND001814,2025-11-12,UK,Customer Support,Customer Support Rep,Male,Hired,1,2025-11-12,2025-11-16,2025-11-20,2025-11-29,2025-12-03
CAND001815,2025-05-24,UK,Technology,Data Analyst,Male,Interview,0,2025-05-24,2025-05-27,2025-05-30,,
CAND001816,2025-10-07,UK,Technology,Software Engineer,Male,Screen,0,2025-10-07,2025-10-08,,,
CAND001817,2025-07-11,UK,People,HR Business Partner,Male,Applied,0,2025-07-11,,,,
CAND001818,2025-11-26,Germany,Customer Support,Customer Support Rep,Male,Applied,0,2025-11-26,,,,
CAND001819,2025-07-27,UK,Sales,Account Manager,Male,Applied,0,2025-07-27,,,,
CAND001820,2025-04-06,UK,Finance,Accountant,Male,Interview,0,2025-04-06,2025-04-08,2025-04-13,,
CAND001821,2025-10-04,France,Commercial,Commercial Analyst,Female,Hired,1,2025-10-04,2025-10-05,2025-10-13,2025-10-22,2025-10-30
CAND001822,2025-09-14,Germany,Sales,Sales Executive,Male,Interview,0,2025-09-14,2025-09-16,2025-09-20,,
CAND001823,2025-06-06,Germany,Sales,Account Manager,Male,Interview,0,2025-06-06,2025-06-10,2025-06-15,,
CAND001824,2025-09-30,Germany,Finance,Financial Analyst,Male,Applied,0,2025-09-30,,,,
CAND001825,2025-05-26,UK,Customer Support,Customer Support Rep,Male,Applied,0,2025-05-26,,,,
CAND001826,2026-01-27,France,Operations,Site Engineer,Male,Hired,1,2026-01-27,2026-01-29,2026-02-01,2026-02-10,2026-02-13
CAND001827,2025-07-06,UK,Operations,Site Engineer,Male,Applied,0,2025-07-06,,,,
CAND001828,2025-04-04,UK,People,HR Business Partner,Male,Applied,0,2025-04-04,,,,
CAND001829,2026-01-30,UK,Sales,Sales Executive,Male,Hired,1,2026-01-30,2026-01-31,2026-02-03,2026-02-14,2026-02-16
CAND001830,2025-07-17,UK,Customer Support,Customer Support Rep,Male,Applied,0,2025-07-17,,,,
CAND001831,2025-10-05,UK,Finance,Financial Analyst,Male,Screen,0,2025-10-05,2025-10-09,,,
CAND001832,2025-07-06,Netherlands,Technology,Data Analyst,Male,Interview,0,2025-07-06,2025-07-08,2025-07-16,,
CAND001833,2025-04-16,UK,Operations,Site Engineer,Male,Interview,0,2025-04-16,2025-04-17,2025-04-23,,
CAND001834,2025-05-24,UK,Finance,Accountant,Male,Screen,0,2025-05-24,2025-05-26,,,
CAND001835,2025-11-16,Germany,Supply Chain,Procurement Specialist,Male,Applied,0,2025-11-16,,,,
CAND001836,2025-07-21,Germany,Finance,Financial Analyst,Male,Screen,0,2025-07-21,2025-07-25,,,
CAND001837,2026-01-29,Germany,Customer Support,Customer Success Manager,Male,Applied,0,2026-01-29,,,,
CAND001838,2025-09-14,UK,Finance,Accountant,Male,Applied,0,2025-09-14,,,,
CAND001839,2025-05-03,France,Sales,Account Manager,Male,Offer,0,2025-05-03,2025-05-07,2025-05-12,2025-05-18,
CAND001840,2025-12-30,Germany,Sales,Sales Executive,Male,Interview,0,2025-12-30,2026-01-02,2026-01-09,,
CAND001841,2025-06-27,UK,Finance,Financial Analyst,Male,Interview,0,2025-06-27,2025-06-29,2025-07-04,,
CAND001842,2025-08-17,France,Supply Chain,Logistics Coordinator,Male,Screen,0,2025-08-17,2025-08-21,,,
CAND001843,2026-02-16,UK,People,HR Advisor,Male,Screen,0,2026-02-16,2026-02-19,,,
CAND001844,2026-02-26,Germany,Supply Chain,Warehouse Manager,Male,Interview,0,2026-02-26,2026-03-02,2026-03-09,,
CAND001845,2026-02-10,UK,Supply Chain,Procurement Specialist,Male,Screen,0,2026-02-10,2026-02-12,,,
CAND001846,2025-11-04,UK,Finance,Accountant,Male,Hired,1,2025-11-04,2025-11-07,2025-11-14,2025-11-23,2025-11-30
CAND001847,2025-11-26,Ireland,Customer Support,Customer Support Rep,Male,Screen,0,2025-11-26,2025-11-29,,,
CAND001848,2025-09-03,Germany,Supply Chain,Logistics Coordinator,Male,Screen,0,2025-09-03,2025-09-05,,,
CAND001849,2025-09-05,Netherlands,People,HR Business Partner,Male,Hired,1,2025-09-05,2025-09-06,2025-09-13,2025-09-26,2025-10-01
CAND001850,2025-09-25,Germany,Technology,Data Engineer,Female,Applied,0,2025-09-25,,,,
CAND001851,2026-01-04,Netherlands,People,HR Business Partner,Male,Screen,0,2026-01-04,2026-01-08,,,
CAND001852,2025-06-13,UK,Sales,Sales Executive,Male,Screen,0,2025-06-13,2025-06-16,,,
CAND001853,2025-09-16,UK,Technology,Data Engineer,Male,Applied,0,2025-09-16,,,,
CAND001854,2026-01-04,Netherlands,Supply Chain,Warehouse Manager,Female,Applied,0,2026-01-04,,,,
CAND001855,2025-10-21,UK,Operations,Construction Supervisor,Male,Screen,0,2025-10-21,2025-10-23,,,
CAND001856,2026-02-06,Germany,Operations,Project Manager,Male,Interview,0,2026-02-06,2026-02-08,2026-02-14,,
CAND001857,2026-02-26,UK,Sales,Account Manager,Male,Screen,0,2026-02-26,2026-03-02,,,
CAND001858,2025-04-30,Germany,Technology,Software Engineer,Male,Applied,0,2025-04-30,,,,
CAND001859,2025-05-28,UK,Finance,Accountant,Male,Applied,0,2025-05-28,,,,
CAND001860,2025-12-06,Germany,Commercial,Commercial Analyst,Female,Offer,0,2025-12-06,2025-12-07,2025-12-14,2025-12-27,
CAND001861,2025-09-23,UK,People,HR Business Partner,Male,Applied,0,2025-09-23,,,,
CAND001862,2025-12-21,UK,Finance,Accountant,Male,Hired,1,2025-12-21,2025-12-25,2026-01-02,2026-01-08,2026-01-10
CAND001863,2025-08-21,UK,Technology,Data Analyst,Female,Applied,0,2025-08-21,,,,
CAND001864,2025-10-29,Netherlands,Operations,Project Manager,Male,Screen,0,2025-10-29,2025-10-30,,,
CAND001865,2026-03-02,UK,People,HR Advisor,Male,Hired,1,2026-03-02,2026-03-06,2026-03-14,2026-03-28,2026-03-30
CAND001866,2025-10-22,Germany,Operations,Project Manager,Male,Hired,1,2025-10-22,2025-10-25,2025-11-02,2025-11-08,2025-11-12
CAND001867,2026-02-10,France,Supply Chain,Warehouse Manager,Male,Screen,0,2026-02-10,2026-02-13,,,
CAND001868,2025-12-29,Germany,Technology,Data Analyst,Male,Applied,0,2025-12-29,,,,
CAND001869,2025-06-20,UK,Supply Chain,Warehouse Manager,Male,Screen,0,2025-06-20,2025-06-23,,,
CAND001870,2025-11-06,Germany,People,HR Business Partner,Male,Applied,0,2025-11-06,,,,
CAND001871,2025-12-30,UK,People,HR Advisor,Male,Screen,0,2025-12-30,2026-01-01,,,
CAND001872,2025-07-04,Germany,Technology,Software Engineer,Female,Interview,0,2025-07-04,2025-07-08,2025-07-15,,
CAND001873,2025-06-06,UK,Finance,Accountant,Female,Applied,0,2025-06-06,,,,
CAND001874,2025-10-23,Netherlands,Supply Chain,Warehouse Manager,Male,Screen,0,2025-10-23,2025-10-27,,,
CAND001875,2026-02-23,UK,Operations,Project Manager,Male,Applied,0,2026-02-23,,,,
CAND001876,2026-03-13,Germany,Sales,Sales Executive,Male,Screen,0,2026-03-13,2026-03-15,,,
CAND001877,2025-08-02,UK,People,HR Business Partner,Male,Applied,0,2025-08-02,,,,
CAND001878,2025-07-20,France,Supply Chain,Logistics Coordinator,Male,Screen,0,2025-07-20,2025-07-24,,,
CAND001879,2025-07-08,UK,Technology,Data Analyst,Male,Screen,0,2025-07-08,2025-07-11,,,
CAND001880,2026-02-13,UK,Operations,Construction Supervisor,Female,Interview,0,2026-02-13,2026-02-16,2026-02-19,,
CAND001881,2025-07-03,Netherlands,Supply Chain,Warehouse Manager,Male,Applied,0,2025-07-03,,,,
CAND001882,2025-12-13,Germany,Operations,Construction Supervisor,Male,Applied,0,2025-12-13,,,,
CAND001883,2025-05-25,Netherlands,Sales,Account Manager,Male,Hired,1,2025-05-25,2025-05-26,2025-05-31,2025-06-11,2025-06-13
CAND001884,2026-03-24,Germany,Commercial,Commercial Analyst,Female,Interview,0,2026-03-24,2026-03-28,2026-04-02,,
CAND001885,2025-10-19,Netherlands,Sales,Account Manager,Male,Interview,0,2025-10-19,2025-10-22,2025-10-30,,
CAND001886,2025-11-25,UK,Finance,Accountant,Male,Screen,0,2025-11-25,2025-11-29,,,
CAND001887,2025-11-17,Germany,Operations,Site Engineer,Male,Screen,0,2025-11-17,2025-11-20,,,
CAND001888,2026-03-06,Germany,Commercial,Pricing Manager,Male,Applied,0,2026-03-06,,,,
CAND001889,2026-01-17,France,Finance,Accountant,Male,Hired,1,2026-01-17,2026-01-19,2026-01-25,2026-02-04,2026-02-06
CAND001890,2026-02-21,UK,Technology,Software Engineer,Male,Screen,0,2026-02-21,2026-02-25,,,
CAND001891,2025-11-18,Germany,Commercial,Commercial Analyst,Male,Applied,0,2025-11-18,,,,
CAND001892,2025-09-21,Germany,Finance,Financial Analyst,Male,Hired,1,2025-09-21,2025-09-22,2025-09-30,2025-10-12,2025-10-14
CAND001893,2025-10-22,UK,Technology,Software Engineer,Male,Applied,0,2025-10-22,,,,
CAND001894,2026-03-22,Germany,Technology,Software Engineer,Male,Applied,0,2026-03-22,,,,
CAND001895,2025-12-30,France,Customer Support,Customer Success Manager,Male,Screen,0,2025-12-30,2025-12-31,,,
CAND001896,2025-08-01,UK,Finance,Financial Analyst,Male,Screen,0,2025-08-01,2025-08-02,,,
CAND001897,2025-10-07,UK,Technology,Data Analyst,Male,Screen,0,2025-10-07,2025-10-11,,,
CAND001898,2025-10-28,UK,Operations,Project Manager,Male,Interview,0,2025-10-28,2025-11-01,2025-11-08,,
CAND001899,2025-09-30,UK,Sales,Sales Executive,Male,Applied,0,2025-09-30,,,,
CAND001900,2025-05-28,Germany,Technology,Data Engineer,Male,Interview,0,2025-05-28,2025-06-01,2025-06-05,,
CAND001901,2026-02-07,France,Commercial,Commercial Analyst,Male,Hired,1,2026-02-07,2026-02-09,2026-02-12,2026-02-19,2026-02-27
CAND001902,2025-10-25,UK,Supply Chain,Warehouse Manager,Male,Screen,0,2025-10-25,2025-10-27,,,
CAND001903,2025-10-22,UK,Commercial,Commercial Analyst,Male,Screen,0,2025-10-22,2025-10-25,,,
CAND001904,2025-08-30,UK,Sales,Account Manager,Female,Screen,0,2025-08-30,2025-09-02,,,
CAND001905,2025-07-12,France,Finance,Accountant,Male,Applied,0,2025-07-12,,,,
CAND001906,2025-11-20,Germany,Sales,Sales Executive,Male,Screen,0,2025-11-20,2025-11-23,,,
CAND001907,2025-11-26,Ireland,Sales,Sales Executive,Male,Screen,0,2025-11-26,2025-11-30,,,
CAND001908,2025-11-20,UK,Operations,Construction Supervisor,Male,Interview,0,2025-11-20,2025-11-22,2025-11-29,,
CAND001909,2025-12-01,UK,Supply Chain,Logistics Coordinator,Male,Applied,0,2025-12-01,,,,
CAND001910,2025-12-18,UK,Operations,Construction Supervisor,Male,Screen,0,2025-12-18,2025-12-21,,,
CAND001911,2026-03-02,UK,Technology,Data Analyst,Male,Interview,0,2026-03-02,2026-03-05,2026-03-11,,
CAND001912,2026-01-18,France,People,HR Business Partner,Female,Screen,0,2026-01-18,2026-01-20,,,
CAND001913,2025-05-05,France,Customer Support,Customer Success Manager,Male,Applied,0,2025-05-05,,,,
CAND001914,2025-04-29,UK,People,HR Business Partner,Male,Applied,0,2025-04-29,,,,
CAND001915,2026-02-18,UK,Sales,Sales Executive,Male,Interview,0,2026-02-18,2026-02-21,2026-02-28,,
CAND001916,2025-04-28,France,Operations,Site Engineer,Male,Screen,0,2025-04-28,2025-05-02,,,
CAND001917,2025-04-22,UK,Commercial,Commercial Analyst,Female,Screen,0,2025-04-22,2025-04-23,,,
CAND001918,2025-09-10,UK,Commercial,Commercial Analyst,Female,Interview,0,2025-09-10,2025-09-14,2025-09-19,,
CAND001919,2025-08-30,Germany,People,HR Advisor,Male,Screen,0,2025-08-30,2025-09-03,,,
CAND001920,2025-12-20,UK,Supply Chain,Procurement Specialist,Male,Screen,0,2025-12-20,2025-12-24,,,
CAND001921,2025-12-29,UK,People,HR Business Partner,Male,Applied,0,2025-12-29,,,,
CAND001922,2025-08-21,UK,Technology,Software Engineer,Male,Interview,0,2025-08-21,2025-08-24,2025-08-29,,
CAND001923,2025-06-05,France,Sales,Sales Executive,Male,Screen,0,2025-06-05,2025-06-08,,,
CAND001924,2025-05-14,France,Supply Chain,Logistics Coordinator,Male,Offer,0,2025-05-14,2025-05-18,2025-05-24,2025-06-02,
CAND001925,2026-01-20,Ireland,Operations,Site Engineer,Female,Screen,0,2026-01-20,2026-01-24,,,
CAND001926,2025-10-19,Ireland,Finance,Accountant,Male,Screen,0,2025-10-19,2025-10-23,,,
CAND001927,2026-01-03,Germany,Operations,Project Manager,Male,Applied,0,2026-01-03,,,,
CAND001928,2025-12-13,Germany,Supply Chain,Logistics Coordinator,Male,Applied,0,2025-12-13,,,,
CAND001929,2025-09-09,UK,Operations,Project Manager,Male,Interview,0,2025-09-09,2025-09-11,2025-09-18,,
CAND001930,2026-02-27,UK,Technology,Software Engineer,Male,Applied,0,2026-02-27,,,,
CAND001931,2026-03-13,UK,Customer Support,Customer Success Manager,Male,Applied,0,2026-03-13,,,,
CAND001932,2026-01-15,UK,Technology,Software Engineer,Male,Hired,1,2026-01-15,2026-01-17,2026-01-23,2026-02-01,2026-02-10
CAND001933,2025-07-01,UK,Finance,Accountant,Male,Applied,0,2025-07-01,,,,
CAND001934,2025-12-12,France,Customer Support,Customer Support Rep,Male,Screen,0,2025-12-12,2025-12-15,,,
CAND001935,2025-04-12,Netherlands,Finance,Accountant,Male,Applied,0,2025-04-12,,,,
CAND001936,2025-10-14,UK,Commercial,Pricing Manager,Male,Screen,0,2025-10-14,2025-10-15,,,
CAND001937,2026-03-18,France,Supply Chain,Warehouse Manager,Male,Interview,0,2026-03-18,2026-03-21,2026-03-24,,
CAND001938,2025-08-23,UK,People,HR Advisor,Male,Screen,0,2025-08-23,2025-08-27,,,
CAND001939,2025-12-13,France,Supply Chain,Logistics Coordinator,Male,Applied,0,2025-12-13,,,,
CAND001940,2025-06-22,UK,Commercial,Pricing Manager,Male,Screen,0,2025-06-22,2025-06-25,,,
CAND001941,2025-11-17,UK,Finance,Financial Analyst,Male,Applied,0,2025-11-17,,,,
CAND001942,2025-04-25,Germany,Technology,Software Engineer,Male,Applied,0,2025-04-25,,,,
CAND001943,2025-11-19,UK,Finance,Accountant,Male,Applied,0,2025-11-19,,,,
CAND001944,2025-12-24,France,Sales,Sales Executive,Male,Screen,0,2025-12-24,2025-12-28,,,
CAND001945,2025-08-27,Netherlands,Sales,Account Manager,Male,Screen,0,2025-08-27,2025-08-31,,,
CAND001946,2025-09-23,UK,Technology,Software Engineer,Male,Screen,0,2025-09-23,2025-09-24,,,
CAND001947,2025-05-17,UK,People,HR Business Partner,Male,Applied,0,2025-05-17,,,,
CAND001948,2025-09-19,France,Technology,Data Analyst,Male,Applied,0,2025-09-19,,,,
CAND001949,2025-05-23,UK,Commercial,Commercial Analyst,Male,Screen,0,2025-05-23,2025-05-25,,,
CAND001950,2025-11-07,France,Technology,Data Analyst,Male,Screen,0,2025-11-07,2025-11-08,,,
CAND001951,2025-09-23,UK,People,HR Business Partner,Male,Applied,0,2025-09-23,,,,
CAND001952,2025-05-16,Netherlands,Sales,Account Manager,Male,Hired,1,2025-05-16,2025-05-17,2025-05-22,2025-06-03,2025-06-07
CAND001953,2025-11-07,Netherlands,Finance,Accountant,Male,Screen,0,2025-11-07,2025-11-08,,,
CAND001954,2025-05-29,UK,Customer Support,Customer Support Rep,Male,Applied,0,2025-05-29,,,,
CAND001955,2026-03-01,UK,Sales,Sales Executive,Male,Hired,1,2026-03-01,2026-03-04,2026-03-11,2026-03-20,2026-03-29
CAND001956,2025-07-31,UK,Operations,Construction Supervisor,Male,Screen,0,2025-07-31,2025-08-04,,,
CAND001957,2025-05-03,UK,Technology,Data Engineer,Male,Interview,0,2025-05-03,2025-05-06,2025-05-11,,
CAND001958,2025-08-30,UK,Supply Chain,Warehouse Manager,Male,Hired,1,2025-08-30,2025-08-31,2025-09-08,2025-09-21,2025-09-25
CAND001959,2025-08-27,UK,People,HR Business Partner,Male,Hired,1,2025-08-27,2025-08-29,2025-09-02,2025-09-16,2025-09-21
CAND001960,2026-03-11,UK,Technology,Data Engineer,Female,Interview,0,2026-03-11,2026-03-12,2026-03-16,,
CAND001961,2025-08-22,UK,Supply Chain,Procurement Specialist,Male,Screen,0,2025-08-22,2025-08-24,,,
CAND001962,2025-09-10,UK,Sales,Account Manager,Male,Interview,0,2025-09-10,2025-09-12,2025-09-20,,
CAND001963,2025-10-07,UK,Technology,Software Engineer,Female,Screen,0,2025-10-07,2025-10-10,,,
CAND001964,2025-09-13,UK,Customer Support,Customer Success Manager,Male,Screen,0,2025-09-13,2025-09-15,,,
CAND001965,2026-01-01,France,Technology,Data Engineer,Male,Interview,0,2026-01-01,2026-01-03,2026-01-06,,
CAND001966,2025-11-22,Germany,Supply Chain,Warehouse Manager,Male,Screen,0,2025-11-22,2025-11-23,,,
CAND001967,2025-06-25,Germany,Operations,Construction Supervisor,Male,Applied,0,2025-06-25,,,,
CAND001968,2026-01-19,Ireland,Operations,Construction Supervisor,Male,Screen,0,2026-01-19,2026-01-23,,,
CAND001969,2025-08-10,Ireland,People,HR Business Partner,Male,Screen,0,2025-08-10,2025-08-12,,,
CAND001970,2026-03-31,Netherlands,Supply Chain,Logistics Coordinator,Male,Screen,0,2026-03-31,2026-04-01,,,
CAND001971,2026-01-10,Germany,Customer Support,Customer Success Manager,Male,Interview,0,2026-01-10,2026-01-14,2026-01-17,,
CAND001972,2025-08-07,Germany,Customer Support,Customer Success Manager,Male,Interview,0,2025-08-07,2025-08-10,2025-08-17,,
CAND001973,2025-09-01,UK,Finance,Accountant,Male,Hired,1,2025-09-01,2025-09-02,2025-09-07,2025-09-14,2025-09-21
CAND001974,2025-10-16,UK,Technology,Data Analyst,Male,Applied,0,2025-10-16,,,,
CAND001975,2025-05-24,UK,Commercial,Pricing Manager,Male,Offer,0,2025-05-24,2025-05-27,2025-06-01,2025-06-13,
CAND001976,2025-10-02,UK,Supply Chain,Warehouse Manager,Male,Screen,0,2025-10-02,2025-10-05,,,
CAND001977,2026-03-05,UK,Operations,Construction Supervisor,Male,Applied,0,2026-03-05,,,,
CAND001978,2026-02-19,Ireland,Technology,Data Engineer,Female,Applied,0,2026-02-19,,,,
CAND001979,2025-07-11,UK,Supply Chain,Warehouse Manager,Male,Screen,0,2025-07-11,2025-07-13,,,
CAND001980,2025-06-19,Ireland,Sales,Account Manager,Female,Screen,0,2025-06-19,2025-06-23,,,
CAND001981,2026-01-31,Germany,Supply Chain,Procurement Specialist,Male,Applied,0,2026-01-31,,,,
CAND001982,2025-08-06,Netherlands,Finance,Financial Analyst,Male,Applied,0,2025-08-06,,,,
CAND001983,2026-03-23,UK,Finance,Financial Analyst,Male,Interview,0,2026-03-23,2026-03-27,2026-04-02,,
CAND001984,2025-07-01,Germany,Commercial,Pricing Manager,Male,Interview,0,2025-07-01,2025-07-02,2025-07-07,,
CAND001985,2025-12-26,France,Technology,Software Engineer,Female,Screen,0,2025-12-26,2025-12-28,,,
CAND001986,2025-12-31,Ireland,Sales,Sales Executive,Male,Offer,0,2025-12-31,2026-01-01,2026-01-08,2026-01-17,
CAND001987,2025-08-05,UK,Operations,Construction Supervisor,Male,Interview,0,2025-08-05,2025-08-08,2025-08-13,,
CAND001988,2025-09-06,UK,Technology,Software Engineer,Male,Screen,0,2025-09-06,2025-09-09,,,
CAND001989,2026-03-25,UK,Operations,Project Manager,Female,Applied,0,2026-03-25,,,,
CAND001990,2026-02-20,Germany,Customer Support,Customer Support Rep,Female,Hired,1,2026-02-20,2026-02-21,2026-02-28,2026-03-06,2026-03-14
CAND001991,2026-02-22,Germany,Customer Support,Customer Success Manager,Male,Screen,0,2026-02-22,2026-02-24,,,
CAND001992,2025-10-26,Germany,Finance,Accountant,Male,Screen,0,2025-10-26,2025-10-28,,,
CAND001993,2026-03-26,UK,Supply Chain,Logistics Coordinator,Male,Hired,1,2026-03-26,2026-03-28,2026-04-03,2026-04-17,2026-04-24
CAND001994,2025-12-12,UK,Technology,Data Analyst,Male,Screen,0,2025-12-12,2025-12-16,,,
CAND001995,2026-01-01,UK,Supply Chain,Warehouse Manager,Male,Interview,0,2026-01-01,2026-01-03,2026-01-11,,
CAND001996,2025-12-28,UK,Supply Chain,Procurement Specialist,Male,Interview,0,2025-12-28,2025-12-29,2026-01-06,,
CAND001997,2026-03-26,UK,Operations,Site Engineer,Male,Screen,0,2026-03-26,2026-03-30,,,
CAND001998,2025-10-02,UK,Customer Support,Customer Support Rep,Female,Applied,0,2025-10-02,,,,
CAND001999,2026-02-17,UK,Technology,Software Engineer,Male,Interview,0,2026-02-17,2026-02-19,2026-02-24,,
CAND002000,2025-10-17,France,Technology,Data Analyst,Female,Applied,0,2025-10-17,,,,
CAND002001,2026-01-31,Netherlands,Technology,Data Engineer,Female,Screen,0,2026-01-31,2026-02-03,,,
CAND002002,2025-08-08,Germany,Finance,Accountant,Male,Applied,0,2025-08-08,,,,
CAND002003,2026-01-05,Germany,Finance,Financial Analyst,Male,Screen,0,2026-01-05,2026-01-07,,,
CAND002004,2025-10-24,UK,Customer Support,Customer Success Manager,Male,Hired,1,2025-10-24,2025-10-28,2025-10-31,2025-11-14,2025-11-21
CAND002005,2025-11-26,UK,People,HR Business Partner,Male,Hired,1,2025-11-26,2025-11-28,2025-12-06,2025-12-13,2025-12-16
CAND002006,2025-05-19,Ireland,Technology,Software Engineer,Male,Hired,1,2025-05-19,2025-05-23,2025-05-26,2025-06-04,2025-06-11
CAND002007,2025-07-30,Germany,Customer Support,Customer Support Rep,Female,Screen,0,2025-07-30,2025-08-01,,,
CAND002008,2025-11-16,UK,Commercial,Pricing Manager,Male,Screen,0,2025-11-16,2025-11-18,,,
CAND002009,2025-07-18,Netherlands,Customer Support,Customer Support Rep,Male,Applied,0,2025-07-18,,,,
CAND002010,2025-09-14,France,Finance,Financial Analyst,Male,Interview,0,2025-09-14,2025-09-15,2025-09-23,,
CAND002011,2025-08-16,UK,People,HR Business Partner,Male,Screen,0,2025-08-16,2025-08-19,,,
CAND002012,2025-06-17,UK,Supply Chain,Warehouse Manager,Male,Applied,0,2025-06-17,,,,
CAND002013,2025-10-24,France,People,HR Business Partner,Male,Screen,0,2025-10-24,2025-10-26,,,
CAND002014,2025-10-01,Ireland,Customer Support,Customer Success Manager,Male,Screen,0,2025-10-01,2025-10-03,,,
CAND002015,2025-10-16,UK,Finance,Financial Analyst,Male,Offer,0,2025-10-16,2025-10-18,2025-10-24,2025-11-03,
CAND002016,2025-10-19,France,Commercial,Pricing Manager,Male,Offer,0,2025-10-19,2025-10-23,2025-10-27,2025-11-01,
CAND002017,2025-05-09,UK,Customer Support,Customer Support Rep,Male,Interview,0,2025-05-09,2025-05-13,2025-05-18,,
CAND002018,2026-03-10,France,People,HR Advisor,Male,Interview,0,2026-03-10,2026-03-12,2026-03-20,,
CAND002019,2025-08-02,Ireland,Finance,Accountant,Male,Applied,0,2025-08-02,,,,
CAND002020,2026-03-18,France,Commercial,Commercial Analyst,Female,Applied,0,2026-03-18,,,,
CAND002021,2025-08-22,UK,Technology,Data Engineer,Male,Applied,0,2025-08-22,,,,
CAND002022,2025-12-29,UK,Sales,Account Manager,Male,Applied,0,2025-12-29,,,,
CAND002023,2026-01-15,UK,Commercial,Pricing Manager,Male,Interview,0,2026-01-15,2026-01-16,2026-01-24,,
CAND002024,2025-08-20,UK,Operations,Site Engineer,Male,Applied,0,2025-08-20,,,,
CAND002025,2025-04-20,Germany,Supply Chain,Warehouse Manager,Male,Interview,0,2025-04-20,2025-04-22,2025-04-26,,
CAND002026,2025-05-12,France,Finance,Financial Analyst,Male,Screen,0,2025-05-12,2025-05-13,,,
CAND002027,2026-01-01,UK,Sales,Account Manager,Male,Applied,0,2026-01-01,,,,
CAND002028,2025-09-09,UK,Supply Chain,Procurement Specialist,Female,Applied,0,2025-09-09,,,,
CAND002029,2025-09-18,UK,Technology,Software Engineer,Male,Hired,1,2025-09-18,2025-09-22,2025-09-25,2025-10-03,2025-10-08
CAND002030,2025-06-27,Ireland,Sales,Account Manager,Male,Applied,0,2025-06-27,,,,
